RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31
61638,76,10024,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1455502.0,1440084.0,1440176.0,1415628.0,1427702.0,1431485.0,1419602.0,1401794.0,1394620.0,1404920.0,1424056.0,1435741.0
62025,85,11214,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,474640.0,475184.0,475719.0,476305.0,478986.0,479391.0,479927.0,478081.0,475065.0,472219.0,469796.0,467954.0
62018,87,11207,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,462156.0,461840.0,463596.0,465565.0,467443.0,467317.0,467899.0,468774.0,470470.0,469521.0,469359.0,469923.0
62039,91,11229,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,545657.0,546939.0,548731.0,550952.0,551553.0,552556.0,554280.0,554382.0,552763.0,550561.0,550526.0,551109.0
61798,97,10458,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,187357.0,191853.0,198612.0,201241.0,202804.0,201429.0,202205.0,203003.0,203288.0,201184.0,197548.0,195370.0
62022,107,11211,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,968989.0,969059.0,972305.0,972711.0,978636.0,980718.0,979164.0,972844.0,971333.0,970820.0,967761.0,966215.0
62088,110,11377,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,430243.0,426573.0,423724.0,425865.0,429808.0,432131.0,431439.0,429752.0,431482.0,431024.0,433726.0,433654.0
61793,111,10453,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,415164.0,416965.0,424904.0,433010.0,438547.0,442295.0,449809.0,456555.0,456313.0,453767.0,453377.0,460780.0
62044,119,11234,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,624321.0,625336.0,626052.0,626682.0,626032.0,624898.0,623633.0,621209.0,617607.0,614912.0,613262.0,613604.0
62067,122,11355,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,483382.0,483403.0,485066.0,484152.0,483308.0,481168.0,479100.0,477483.0,475199.0,474490.0,472790.0,473417.0
62048,123,11238,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,897854.0,895688.0,899215.0,900659.0,903331.0,911054.0,916684.0,913921.0,909199.0,901912.0,888455.0,869876.0
61790,125,10314,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,560434.0,560051.0,557603.0,554467.0,552171.0,550833.0,550873.0,549064.0,550150.0,549327.0,548101.0,545261.0
62026,129,11215,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1163365.0,1167724.0,1172156.0,1172405.0,1174362.0,1175297.0,1170228.0,1156582.0,1150881.0,1145668.0,1136996.0,1118312.0
61792,130,10452,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,290728.0,286276.0,285642.0,291595.0,295370.0,291510.0,282300.0,281793.0,285905.0,285239.0,279764.0,275454.0
62093,167,11385,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,691475.0,691147.0,691082.0,690914.0,689898.0,689207.0,687710.0,686552.0,684352.0,684782.0,683947.0,683956.0
61808,183,10468,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,205500.0,210741.0,215482.0,215456.0,214663.0,213152.0,211736.0,210620.0,209174.0,209121.0,211885.0,214988.0
62085,184,11373,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,410964.0,412550.0,412779.0,413709.0,414655.0,415893.0,414710.0,413069.0,410078.0,408661.0,406329.0,404723.0
61642,205,10028,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1476249.0,1467019.0,1469574.0,1448429.0,1437491.0,1408754.0,1395867.0,1400177.0,1417388.0,1409411.0,1397154.0,1389933.0
62043,217,11233,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,806910.0,805539.0,807912.0,810539.0,816741.0,818865.0,821478.0,819691.0,818127.0,817263.0,813526.0,811892.0
